소재지면적,지번주소,도로명주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y)
90.00,서울특별시 마포구 서교동 331-18번지 ,서울특별시 마포구 어울마당로 144 (서교동),동경야시장,호프/통닭,193377.087125688,450436.395188989
95.00,서울특별시 마포구 서교동 355-34 1층 ,"서울특별시 마포구 홍익로5안길 20 (서교동,1층)",아비꼬 홍대2호점,한식,193000.315511615,450173.583433692
95.33,서울특별시 마포구 서교동 369-44 3층일부,"서울특별시 마포구 홍익로3길 36 (서교동, 3층일부)",고기꾼김춘배 홍대본점,한식,192993.204599803,450066.061220308
89.00,서울특별시 마포구 서교동 395-124번지 ,"서울특별시 마포구 잔다리로3안길 44 (서교동, 지하1층 일부)",이치류,일식,192783.327151803,449819.250984348
31.02,서울특별시 마포구 서교동 358-94번지 ,"서울특별시 마포구 홍익로 3-11 (서교동, 1층)",준이네 카레,한식,193163.836184603,450061.598369309
65.62,서울특별시 마포구 서교동 486번지 ,"서울특별시 마포구 홍익로 10 (서교동, 서교푸르지오 지하1층 141,142호)",미정국수 홍대입구역점,분식,193187.802952358,450172.178899424
42.00,서울특별시 마포구 서교동 326-28번지 지하1층일부 ,"서울특별시 마포구 와우산로35길 11 (서교동, 지하1층일부)",턴테이블,호프/통닭,193734.956824195,450378.763410868
124.66,서울특별시 마포구 서교동 481-5,"서울특별시 마포구 양화로7길 84, 1층 (서교동)",평이담백 뼈칼국수,경양식,192321.452271179,450233.195736011
74.52,서울특별시 마포구 서교동 478-2번지 1층 ,서울특별시 마포구 월드컵로10길 36 (서교동),의정부부대찌개,한식,192302.868003445,450309.733271048
253.76,"서울특별시 마포구 서교동 407-8 2층,3층 ","서울특별시 마포구 와우산로17길 12 (서교동,2층,3층)",고고스,호프/통닭,193064.769065115,449782.170245523
82.71,서울특별시 마포구 서교동 366-10번지 ,"서울특별시 마포구 잔다리로6길 34 (서교동, 지하1층)",경만김치찌게 본점,한식,192947.177993587,449996.758766908
146.00,서울특별시 마포구 서교동 358-15 지1층,"서울특별시 마포구 홍익로 7 (서교동,지1층)",주식회사 이빠네마그릴,경양식,193170.11277953,450110.798987474
28.66,서울특별시 마포구 서교동 449-35번지 1층동 ,"서울특별시 마포구 월드컵북로 41, 1층동 (서교동)",마산집식당,한식,192693.347753542,450633.168213536
40.40,"서울특별시 마포구 서교동 486번지 서교푸르지오 B118,B119,B120호 ","서울특별시 마포구 홍익로 10 (서교동,서교푸르지오 B118,B119,B120호)",봉대박스파게티 홍대점,경양식,193187.802952358,450172.178899424
47.77,서울특별시 마포구 서교동 396-24번지 ,"서울특별시 마포구 양화로6길 57-7, 1층일부 (서교동)",든든,한식,192642.411535808,449642.286477042
56.19,서울특별시 마포구 서교동 366-28번지 ,"서울특별시 마포구 잔다리로6길 28, 지하1층 (서교동)",코노미,일식,192917.858109606,449993.412181609
95.79,서울특별시 마포구 서교동 369-44 4층일부,"서울특별시 마포구 홍익로3길 36 (서교동, 4층일부)",주식회사 꾼컴퍼니,한식,192993.204599803,450066.061220308
83.00,서울특별시 마포구 서교동 366-13번지 2층 ,"서울특별시 마포구 잔다리로6길 40-6 (서교동,2층)",소고산제일루,중국식,192974.329362293,449985.547530102
123.75,서울특별시 마포구 서교동 361-3 Terra빌딩 지1층 ,"서울특별시 마포구 와우산로18길 29, 지1층 (서교동, Terra빌딩)",닭꼬얌,일식,193197.372411151,449912.015547548
225.19,"서울특별시 마포구 서교동 371-3번지 1,2층 ","서울특별시 마포구 양화로16길 6, 1,2층 (서교동)",교촌치킨홍대점,일식,192873.285963655,450150.3756181
169.91,서울특별시 마포구 서교동 355-17번지 지1층 ,서울특별시 마포구 양화로16길 15 (서교동),아지트,호프/통닭,192915.453313449,450132.079680893
159.45,서울특별시 마포구 서교동 399-24 2층,"서울특별시 마포구 양화로6길 67, 2층 (서교동)",고수포차 본점,일식,192683.268760741,449608.324922344
68.65,서울특별시 마포구 서교동 367-1 2층,"서울특별시 마포구 잔다리로2길 24, 2층 (서교동)",나성타코 홍대점,"외국음식전문점(인도,태국등)",192968.290420526,449923.187039214
73.76,서울특별시 마포구 서교동 346-42 1층,"서울특별시 마포구 어울마당로 122-1, 1층 (서교동)",헤이티 서울홍대점,경양식,193207.791495502,450353.912031665
30.50,서울특별시 마포구 서교동 330-26,"서울특별시 마포구 와우산로29길 56-11 (서교동, 지1층 일부)",야키토리나루토 홍대,호프/통닭,193509.886053629,450470.513459463
84.00,서울특별시 마포구 서교동 403-6번지 ,"서울특별시 마포구 어울마당로 51, 2층 (서교동)",카츠미홍대본점,중국식,192922.545418287,449714.349775753
11.00,서울특별시 마포구 서교동 411-1번지 1층 ,"서울특별시 마포구 와우산로 61-1 (서교동,1층)",비닐,경양식,193118.144732316,449759.661509576
34.86,서울특별시 마포구 서교동 376-5번지 1층동 ,"서울특별시 마포구 잔다리로 60, 1층동 (서교동)",시향,중국식,192666.667285115,450115.688942285
91.22,"서울특별시 마포구 서교동 358-62번지 1,2층 ","서울특별시 마포구 어울마당로 100-8 (서교동, 1,2층)",홍대 마포껍데기,한식,193090.135345916,450155.832061783
44.73,서울특별시 마포구 서교동 327-45번지 1층 ,"서울특별시 마포구 와우산로29길 4-13, 1층 (서교동)",림가기,중국식,193692.516918734,450313.882250224
121.00,서울특별시 마포구 서교동 325-26 지하1층 ,"서울특별시 마포구 와우산로 156 (서교동,지하1층)",올오브락,호프/통닭,193781.312930769,450288.694339207
45.10,서울특별시 마포구 서교동 409-17 3층,"서울특별시 마포구 와우산로17길 19 (서교동,3층)",쥐씨 컴퍼니,호프/통닭,193028.355590585,449760.771242829
77.92,서울특별시 마포구 서교동 346-47,"서울특별시 마포구 와우산로23길 44, 2층 (서교동)",프리모바치오,경양식,193186.915945847,450282.263312215
45.00,서울특별시 마포구 서교동 397-10 ,"서울특별시 마포구 독막로3길 46 (서교동, 지1층 일부)","구워,삶다.",일식,192666.332279197,449765.284611168
98.71,서울특별시 마포구 서교동 375-32 1층 ,"서울특별시 마포구 월드컵북로1길 62, 1층 (서교동)",진진,일식,192716.051742206,450159.223004791
62.20,서울특별시 마포구 서교동 369-10,"서울특별시 마포구 잔다리로6길 25 (서교동, 지하1층)",만평우동 홍대점,분식,192903.806376542,450015.514220037
79.20,서울특별시 마포구 서교동 485-1,"서울특별시 마포구 동교로12길 13 (서교동, 1층일부)",커피디지 합정점,호프/통닭,192200.403728896,450166.779199972
32.40,서울특별시 마포구 서교동 347-9 101호,"서울특별시 마포구 어울마당로 136-18, 101호 (서교동)",할머니가래떡볶이,호프/통닭,193344.25580443,450382.755288974
7.00,서울특별시 마포구 서교동 466-6 ,"서울특별시 마포구 동교로16길 17, 1층 101호 (서교동)",홍대닭발,한식,191353.029883905,450538.482734234
49.59,서울특별시 마포구 서교동 332-35번지 ,"서울특별시 마포구 와우산로29마길 12 (서교동, 1층)",흥부부대찌개,한식,193436.08353817,450370.635119914
72.60,서울특별시 마포구 서교동 366-26,"서울특별시 마포구 잔다리로6길 34-12, 1층 (서교동)",타마고,일식,193558.032957905,450297.152070057
85.20,서울특별시 마포구 서교동 346-2,"서울특별시 마포구 와우산로27길 79 (서교동, 2층)",춘리마라탕 홍대점,분식,193247.009057809,450376.311997861
84.00,서울특별시 마포구 서교동 402-18번지 2층 ,서울특별시 마포구 어울마당로 39 (서교동),겐로쿠우동,호프/통닭,192887.395166463,449613.042884019
129.79,서울특별시 마포구 서교동 360-21 ,"서울특별시 마포구 와우산로18길 12 (서교동, 1층)",효봉포차,한식,193190.006518004,449828.095009906
39.90,서울특별시 마포구 서교동 448-1번지 ,"서울특별시 마포구 월드컵북로5길 21 (서교동, 1층 일부)",미미방,일식,192661.556453763,450515.970145306
18.00,서울특별시 마포구 서교동 378-1번지 1층일부(102호) ,"서울특별시 마포구 잔다리로7안길 3 (서교동, 1층일부)",자성당,한식,192620.529638116,450073.782362983
72.59,서울특별시 마포구 서교동 358-32번지 1F동 ,"서울특별시 마포구 와우산로21길 8, 1F동 (서교동)",국시와가래떡,경양식,193170.577495578,450038.583460039
88.66,서울특별시 마포구 서교동 338-39 1층102호 ,"서울특별시 마포구 와우산로 117 (서교동,1층102호)",써브웨이홍대아트점,경양식,193426.386341099,450153.498139891
61.00,서울특별시 마포구 서교동 370-31번지 ,"서울특별시 마포구 홍익로5길 49, 1,2층 (서교동)",이모네,한식,192866.995386359,450089.602019724
90.28,서울특별시 마포구 서교동 400-12번지 ,서울특별시 마포구 양화로6길 77 (서교동),구공탄곱창,호프/통닭,192730.698909458,449594.515955644
72.00,서울특별시 마포구 서교동 366-1 동천빌딩 1층,"서울특별시 마포구 잔다리로6길 36 (서교동,동천빌딩 1층)",제주특별집,한식,192967.883325111,449999.135925832
31.35,서울특별시 마포구 서교동 392-20 외2필지 체리스빌딩 1층 102호 ,"서울특별시 마포구 양화로 73 (서교동,외2필지 체리스빌딩 1층 102호)",본죽&비빔밥합정역점,한식,192510.219478049,449906.551472075
40.14,서울특별시 마포구 서교동 397-6,"서울특별시 마포구 독막로3길 50 (서교동, 지1층 일부)",합정광안리 2호점,중국식,192677.129102798,449784.318460705
104.84,서울특별시 마포구 서교동 346-34 지하1층,"서울특별시 마포구 와우산로23길 48 (서교동,지하1층)",비비리2,경양식,193189.149801457,450296.92223184
58.03,서울특별시 마포구 서교동 490번지 ,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스 B1106호)",25카츠,경양식,192311.642580307,449855.643910445
85.32,서울특별시 마포구 서교동 352-16번지 1F ,"서울특별시 마포구 월드컵북로1길 20 (서교동,1F)",여우골초밥,한식,192862.66648302,450299.072843312
72.00,서울특별시 마포구 서교동 394-57번지 지하1층 ,"서울특별시 마포구 양화로6길 9 (서교동,지하1층)",마포소문난족발,한식,192421.033978888,449682.106970442
88.00,서울특별시 마포구 서교동 344-3번지 1층 ,서울특별시 마포구 와우산로23길 15 (서교동),동강해물찜,한식,193232.81947751,450154.155805505
51.37,서울특별시 마포구 서교동 330-16 (1층) ,"서울특별시 마포구 와우산로29길 66 (서교동,(1층))",쟁반집8292,한식,193452.180192812,450451.286452927
80.51,서울특별시 마포구 서교동 392-32번지 삼이빌딩 1층 ,"서울특별시 마포구 양화로7길 6-12 (서교동, 삼이빌딩 1층)",스시겐,일식,192474.246216784,449932.289056306
87.94,서울특별시 마포구 서교동 331-1,서울특별시 마포구 어울마당로 146-1 (서교동),홍익숯불갈비,한식,193412.220070714,450445.029191067
79.35,서울특별시 마포구 서교동 345-2번지 1층 ,"서울특별시 마포구 어울마당로 118 (서교동,1층)",콩불홍대점,한식,193166.990516733,450312.268319868
63.00,서울특별시 마포구 서교동 396-21,"서울특별시 마포구 독막로3길 24-11 (서교동, 지1층일부)",쿠시카츠 오지상,한식,192648.168460712,449656.432691948
123.94,서울특별시 마포구 서교동 334-1번지 ,"서울특별시 마포구 와우산로29길 45 (서교동, 지하1층)",대화상점,호프/통닭,193523.67984854,450364.548820525
46.80,서울특별시 마포구 서교동 457-3번지 ,서울특별시 마포구 잔다리로 124 (서교동),설고기집,한식,192301.336476322,450620.751469253
35.28,서울특별시 마포구 서교동 369-41번지 ,서울특별시 마포구 양화로16길 34 (서교동),자갈치꼼장어,한식,192978.914750139,450070.126508959
41.21,서울특별시 마포구 서교동 346-45 1층,"서울특별시 마포구 어울마당로 126 (서교동,1층)",목로관,한식,193222.755373814,450369.159241283
74.96,서울특별시 마포구 서교동 346-36번지 ,"서울특별시 마포구 와우산로23길 50 (서교동, 2층)",하카타나카,한식,193189.554097538,450309.600922187
133.14,서울특별시 마포구 서교동 395-79 지하1층 ,"서울특별시 마포구 독막로7길 49 (서교동, 지하1층)",??DOPE),경양식,192834.616357303,449751.447033246
84.96,서울특별시 마포구 서교동 357-2번지 1층 ,"서울특별시 마포구 홍익로3길 32 (서교동,1층)",노루목황소곱창,호프/통닭,193001.830289725,450093.814594819
107.10,서울특별시 마포구 서교동 407-25,"서울특별시 마포구 잔다리로 9, 1층 (서교동)",온달집,경양식,193035.427946082,449815.63152776
118.00,서울특별시 마포구 서교동 383-1 1층 ,서울특별시 마포구 월드컵로 36 (서교동),서강껍데기,한식,192196.775947948,450050.556793296
142.49,서울특별시 마포구 서교동 405-13 지하1층 ,"서울특별시 마포구 어울마당로 55-4 (서교동,지하1층)",셀리의기타,경양식,192925.627268535,449788.768511512
56.87,서울특별시 마포구 서교동 400-20번지 3층 ,"서울특별시 마포구 독막로5길 32, 3층 (서교동)",스테파노스키친,경양식,192750.531959932,449677.425648303
40.75,서울특별시 마포구 서교동 411-12,"서울특별시 마포구 와우산로15길 49, 1층 (서교동)",샤브로21 상수역,분식,192943.99153252,449600.92005552
26.22,서울특별시 마포구 서교동 369-4번지 ,"서울특별시 마포구 홍익로3길 44 (서교동, 1층)",에잇스톤스,분식,192984.709426979,450043.418101686
72.21,서울특별시 마포구 서교동 358-29번지 ,"서울특별시 마포구 와우산로 91 (서교동, 1층)",르브와,분식,193199.606558253,450056.589374969
100.00,서울특별시 마포구 서교동 346-39번지 지하 1층 ,"서울특별시 마포구 와우산로23길 52 (서교동,지하 1층)",브롱스홍대점,호프/통닭,193191.410467511,450322.183619986
104.60,서울특별시 마포구 서교동 351-18번지 ,"서울특별시 마포구 월드컵북로 5 (서교동, 1층)",조선화로구이,한식,192932.103655914,450363.920967742
102.76,서울특별시 마포구 서교동 325-9번지 ,"서울특별시 마포구 와우산로32길 17 (서교동, 지1층)",공중캠프,호프/통닭,193847.152159043,450280.421232892
35.38,서울특별시 마포구 서교동 375-26번지 1층동 ,"서울특별시 마포구 동교로18길 37, 1층동 (서교동)",남북통일,한식,192680.168883373,450175.455150913
73.00,서울특별시 마포구 서교동 330-23번지 1층 ,"서울특별시 마포구 와우산로35길 67 (서교동,1층)",명품정육식당,한식,193489.53415025,450469.689954264
259.76,서울특별시 마포구 서교동 408-16 지1층 ,"서울특별시 마포구 와우산로17길 19-22, 지1층 (서교동)",컨벤트펍,호프/통닭,192974.142582386,449683.325212887
53.28,서울특별시 마포구 서교동 345-26번지 2층 ,"서울특별시 마포구 와우산로23길 35-3 (서교동,2층)",서교참치,한식,193154.241766348,450243.078896511
130.43,서울특별시 마포구 서교동 404-14 SPACE,"서울특별시 마포구 독막로9길 31, SPACE 1층 (서교동)",카레시,"외국음식전문점(인도,태국등)",192879.87930928,449715.24284121
80.97,서울특별시 마포구 서교동 370-26번지 ,"서울특별시 마포구 홍익로5길 43 (서교동, 1층)",오징어이야기홍대수산,한식,192891.020634558,450113.759814365
53.42,서울특별시 마포구 서교동 247-54번지 ,"서울특별시 마포구 잔다리로 126, 1층 101,102호 (서교동)",형제소머리국밥,한식,192277.403472041,450656.889851686
66.24,서울특별시 마포구 서교동 355-15 무광빌딩,"서울특별시 마포구 양화로16길 15, 무광빌딩 1층 102호 (서교동)",우주집,한식,192919.641104545,450117.167734331
15.40,서울특별시 마포구 서교동 365-8번지 ,서울특별시 마포구 홍익로3길 25 (서교동),노루목,분식,193021.697781161,450107.314480651
85.00,서울특별시 마포구 서교동 346-45번지 2층 ,"서울특별시 마포구 어울마당로 126 (서교동,2층)",목로관이층,경양식,193222.755373814,450369.159241283
141.00,서울특별시 마포구 서교동 403-1번지 ,"서울특별시 마포구 어울마당로 55, 3층 (서교동)",훼미리포차,호프/통닭,192935.990696516,449763.484721632
112.00,서울특별시 마포구 서교동 346-40번지 ,"서울특별시 마포구 와우산로23길 56 (서교동, 2층)",포베이 홍대점,분식,193194.342788401,450335.26420965
22.00,서울특별시 마포구 서교동 449-39번지 1층 ,"서울특별시 마포구 월드컵북로5길 16 (서교동,1층)",양지식당,한식,192665.541420476,450553.232527267
65.30,서울특별시 마포구 서교동 346-42 2층,서울특별시 마포구 어울마당로 122-1 (서교동),스테이키 홍대점,경양식,193207.791495502,450353.912031665
80.38,서울특별시 마포구 서교동 402-13 1층 ,"서울특별시 마포구 어울마당로5길 7 (서교동,1층)",달봉비어,일식,192862.608002723,449630.148834403
178.41,"서울특별시 마포구 서교동 403-13번지 1층,2층 ","서울특별시 마포구 어울마당로 45, 1층,2층동 (서교동)",콜린,한식,192900.723151073,449662.271492768
127.85,서울특별시 마포구 서교동 464-40번지 ,서울특별시 마포구 동교로18길 5 (서교동),가츠시,한식,192579.373422451,450285.344972319
139.09,서울특별시 마포구 서교동 404-6 ,"서울특별시 마포구 독막로7길 56, 지하1층 (서교동)",세븐틴벌스데이,호프/통닭,192880.50612451,449767.96899536
48.35,서울특별시 마포구 서교동 449-4번지 1층 ,"서울특별시 마포구 월드컵북로 47 (서교동,1층)",풍년식당,한식,192656.72694088,450679.187893244
109.62,서울특별시 마포구 서교동 343-6,"서울특별시 마포구 와우산로 107, 1층 (서교동)",좋아해닭발1,한식,193327.96005519,450134.152033878
82.80,서울특별시 마포구 서교동 364-16번지 ,"서울특별시 마포구 와우산로19길 26 (서교동, 2층)",마녀찜닭,한식,193016.293318773,449906.428970401
76.34,서울특별시 마포구 서교동 370-28 1층 ,"서울특별시 마포구 홍익로5길 65 (서교동,1층)",바 코멘터리,경양식,192812.060645808,450040.203047611
207.23,서울특별시 마포구 서교동 352-26,"서울특별시 마포구 양화로15길 12 (서교동, 1층)",불광설 주식회사,중국식,192815.003591325,450254.013884672
169.55,서울특별시 마포구 서교동 354-12번지 1층동 ,"서울특별시 마포구 양화로 118, 1층동 (서교동)",백년백세,한식,192880.563694394,450175.878676492
66.00,서울특별시 마포구 서교동 392-20번지 ,"서울특별시 마포구 양화로 73 (서교동, 1층 103호일부,104호)",시골김치삼겹살,한식,192510.219478049,449906.551472075
142.68,서울특별시 마포구 서교동 363-24번지 ,"서울특별시 마포구 와우산로19길 9, 2층 (서교동)",여우골초밥홍대점,호프/통닭,193094.140167569,449876.402722054
51.00,서울특별시 마포구 서교동 327-10번지 1층 ,"서울특별시 마포구 와우산로 155-1 (서교동,1층)",김밥천국서교점,분식,193747.440594983,450302.660366128
150.70,서울특별시 마포구 서교동 395-166번지 지하 1층 ,"서울특별시 마포구 양화로 78 (서교동, 지하1층)",서교민,한식,192602.696153685,449899.339512074
36.00,서울특별시 마포구 서교동 449-1 1층 ,"서울특별시 마포구 월드컵북로7길 11 (서교동,1층)",네네치킨 서교점,호프/통닭,192617.265226389,450646.318229736
47.00,서울특별시 마포구 서교동 366-2,"서울특별시 마포구 잔다리로6길 34-9, 1층 (서교동)",돈주는남자,한식,192958.249048146,449967.609541453
87.00,서울특별시 마포구 서교동 370-5번지 1층 ,서울특별시 마포구 홍익로5길 45 (서교동),두리반,한식,192882.680977361,450104.630516877
28.86,서울특별시 마포구 서교동 465-1번지 ,"서울특별시 마포구 동교로 126 (서교동, 광남벨라스 1층 106호)",마츠에라멘,일식,192526.314915287,450277.428341336
108.00,서울특별시 마포구 서교동 358-90번지 1층 ,"서울특별시 마포구 와우산로21길 20-6 (서교동,1층)",원당감자탕,일식,193124.040731258,450041.885574884
70.88,서울특별시 마포구 서교동 446-15,"서울특별시 마포구 동교로 149 (서교동, 1층)",필프리 홍대본점,한식,192739.873928163,450372.138563985
99.90,서울특별시 마포구 서교동 347-23 지하1층,"서울특별시 마포구 어울마당로 132-1 (서교동, 지하1층)",쭈앤쭈,일식,193284.181893986,450396.291197659
64.64,서울특별시 마포구 서교동 347-6번지 2층 ,"서울특별시 마포구 어울마당로 136-16, 2층 (서교동)",오십픽,한식,193332.981589883,450390.588312277
98.77,서울특별시 마포구 서교동 409-17,"서울특별시 마포구 와우산로17길 19, 1층 (서교동)",아웃닭 홍대점,호프/통닭,193028.355590585,449760.771242829
155.00,"서울특별시 마포구 서교동 347-29번지 1,2층 ","서울특별시 마포구 어울마당로 136-2 (서교동,1,2층)",신선화로,한식,193309.774460723,450406.545299891
170.66,서울특별시 마포구 서교동 369-7번지 2층 ,"서울특별시 마포구 잔다리로6길 35 (서교동,2층)",오케이포차,한식,192959.073402749,450025.99596049
25.53,서울특별시 마포구 서교동 383-1번지 ,서울특별시 마포구 월드컵로 36 (서교동),먹쇠식당,한식,192196.775947948,450050.556793296
126.00,서울특별시 마포구 서교동 362-14번지 2층 ,"서울특별시 마포구 와우산로19길 6-11 (서교동,2층)",자세,호프/통닭,193114.290755083,449945.84360325
70.10,서울특별시 마포구 서교동 487 대우미래사랑 1층 101호(101-1) ,"서울특별시 마포구 월드컵북로5나길 18 (서교동,대우미래사랑 1층 101호(101-1))",고기장인,중국식,192577.990805265,450569.670545853
84.33,서울특별시 마포구 서교동 352-4번지 ,서울특별시 마포구 동교로 156-16 (서교동),향미각,한식,192853.081793427,450309.396108276
66.29,서울특별시 마포구 서교동 347-1번지 1층 ,"서울특별시 마포구 어울마당로 136 (서교동,1층)",형님저여요,한식,193299.622781823,450414.069876861
6.00,서울특별시 마포구 서교동 331-14 1층일부,"서울특별시 마포구 어울마당로 136-1 (서교동, 1층일부)",운영AF&B,한식,193318.218257108,450421.728402953
66.42,서울특별시 마포구 서교동 394-93번지 ,"서울특별시 마포구 양화로6길 19 (서교동, 1층)",종로빈대떡,분식,192444.165203521,449668.872705785
24.00,서울특별시 마포구 서교동 343-13번지 1층 ,"서울특별시 마포구 와우산로29가길 79 (서교동,1층)",지로우 라멘,한식,193316.395691413,450160.650827896
29.00,서울특별시 마포구 서교동 369-41 1층 ,"서울특별시 마포구 양화로16길 34 (서교동,1층)",김덕후의곱창조홍대2호점,한식,192978.914750139,450070.126508959
56.71,서울특별시 마포구 서교동 394-23 ,"서울특별시 마포구 양화로6길 13, 1층 (서교동)",고향집김치삼겹살,한식,192427.201025837,449674.735827988
41.00,서울특별시 마포구 서교동 331-9번지 ,"서울특별시 마포구 어울마당로 136-13 (서교동, 1층 1호)",비보,경양식,193365.880011694,450391.218730883
60.18,서울특별시 마포구 서교동 394-90번지 외1필지 101호 ,"서울특별시 마포구 양화로6길 9-6 (서교동,외1필지 101호)",다북어국,한식,192435.257308055,449699.291014893
18.56,서울특별시 마포구 서교동 365-26번지 ,서울특별시 마포구 홍익로3길 15 (서교동),진미식당,한식,193041.622647951,450157.133231142
83.00,서울특별시 마포구 서교동 327-17번지 1층 ,"서울특별시 마포구 와우산로29길 8, 1층 (서교동)",라트라팡테 아오이토리,일식,193696.685612448,450284.656440435
144.00,서울특별시 마포구 서교동 369-7 1층,"서울특별시 마포구 잔다리로6길 35 (서교동,1층)",오복솥뚜껑 홍대점,한식,192959.073402749,450025.99596049
28.70,서울특별시 마포구 서교동 365-26번지 2층 ,"서울특별시 마포구 홍익로3길 15 (서교동,2층)",큰맘할매순대국,한식,193041.622647951,450157.133231142
49.98,서울특별시 마포구 서교동 358-95 ,"서울특별시 마포구 홍익로 3-24 (서교동, 지하1층)",향미,한식,193155.992438015,450075.182220354
36.63,서울특별시 마포구 서교동 355-25 ,"서울특별시 마포구 홍익로5안길 24, 1층 (서교동)",멘야산다이메,한식,192988.884997922,450160.268023234
31.20,서울특별시 마포구 서교동 449-39번지 1층 ,"서울특별시 마포구 월드컵북로5길 16 (서교동,1층)",정통호프,호프/통닭,192665.541420476,450553.232527267
417.26,"서울특별시 마포구 서교동 407-22 2,3층 ","서울특별시 마포구 어울마당로 62, 2,3층 (서교동)",7번방,호프/통닭,192986.680360848,449813.404693712
97.56,서울특별시 마포구 서교동 405-9 ,서울특별시 마포구 독막로7길 60 (서교동),중독,경양식,192882.950546117,449785.876729486
42.67,서울특별시 마포구 서교동 358-83번지 1층동 ,"서울특별시 마포구 와우산로21길 4-3, 1층동 (서교동)",다락투,분식,193175.732416394,450053.515770251
39.20,서울특별시 마포구 서교동 375-1 ,"서울특별시 마포구 동교로22길 19 (서교동, 1층)",동군,한식,192759.832764111,450268.937740292
110.48,서울특별시 마포구 서교동 399-6 외1필지 101호,"서울특별시 마포구 독막로5길 17, 101호 (서교동, 외1필지 )",나루토 오모테나시,일식,192686.688929594,449628.253780275
40.00,서울특별시 마포구 서교동 331-8번지 지1층 ,"서울특별시 마포구 와우산로29바길 18 (서교동,지1층)",홍 꼬치,호프/통닭,193375.878919963,450384.226844795
25.12,서울특별시 마포구 서교동 395-32번지 ,서울특별시 마포구 독막로3길 21-4 (서교동),솔내한옥집,한식,192584.617773359,449691.44533046
62.88,서울특별시 마포구 서교동 328-28번지 ,"서울특별시 마포구 와우산로29길 48-14, 1층동 (서교동)",심스타파스,한식,193550.816465828,450416.519812636
52.79,서울특별시 마포구 서교동 398-5 지층일부,"서울특별시 마포구 어울마당로5길 42 (서교동, 지층일부)",네코네 주방,일식,192723.504590254,449736.263287629
81.00,서울특별시 마포구 서교동 384-9,"서울특별시 마포구 양화로11길 68 (서교동, 1층)",서래옥,한식,192244.53128081,449986.176342719
65.00,서울특별시 마포구 서교동 402-18번지 ,"서울특별시 마포구 어울마당로 39 (서교동, 1층)",양갱상점 금옥당,분식,192887.395166463,449613.042884019
191.98,서울특별시 마포구 서교동 364-6 ,"서울특별시 마포구 와우산로19길 16 (서교동, 1층)",코너펍 Corner Pub,경양식,193066.968464744,449905.631394475
26.40,서울특별시 마포구 서교동 342-1번지 1층 1-4 ,"서울특별시 마포구 와우산로25길 19 (서교동,1층 1-4)",유다,일식,193377.025902646,450216.565873812
52.17,서울특별시 마포구 서교동 368-7번지 지1층 ,"서울특별시 마포구 잔다리로 30-11 (서교동, 지1층)",멜로우,라이브카페,192855.467879414,449955.472493285
91.39,서울특별시 마포구 서교동 366-28 1층 ,"서울특별시 마포구 잔다리로6길 28 (서교동,1층)",민트하임,일식,192917.858109606,449993.412181609
47.60,서울특별시 마포구 서교동 346-45 지1층,"서울특별시 마포구 어울마당로 126 (서교동,지1층)",목로관지하,정종/대포집/소주방,193222.755373814,450369.159241283
25.80,서울특별시 마포구 서교동 449-3번지 ,"서울특별시 마포구 월드컵북로7길 5, 지상1층 (서교동)",먹보식당,한식,192645.229172575,450670.83976679
99.07,서울특별시 마포구 서교동 402-18번지 ,서울특별시 마포구 어울마당로 39 (서교동),별밤,한식,192887.395166463,449613.042884019
35.19,서울특별시 마포구 서교동 485-14번지 영진시장 1층 ,"서울특별시 마포구 동교로12길 21 (서교동, 영진시장 1층)",웰빙뚝배기,일식,192214.380853693,450136.910982644
86.00,서울특별시 마포구 서교동 410-3번지 1층 ,"서울특별시 마포구 와우산로15길 10 (서교동,1층)",디스틸,경양식,193080.372364159,449746.463234339
55.42,서울특별시 마포구 서교동 405-17 지1층일부,"서울특별시 마포구 어울마당로 59 (서교동, 지1층일부)",하울링,한식,192943.955521579,449794.402816256
48.86,서울특별시 마포구 서교동 358-135 지층 ,"서울특별시 마포구 홍익로 3-28, 지층 (서교동)",태림푸드 시스템,한식,193143.316749303,450074.183248624
31.74,서울특별시 마포구 서교동 382-13번지 ,"서울특별시 마포구 동교로12길 41 (서교동, 지하1층)",카밀로라자네리아,한식,192234.051543961,450034.611872245
59.62,서울특별시 마포구 서교동 463-7 ,"서울특별시 마포구 동교로 148, 1층 (서교동)",스시앤,일식,192730.604136585,450333.533923416
119.82,서울특별시 마포구 서교동 490,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스B1107호)",봄설 합정점,한식,192311.642580307,449855.643910445
119.04,서울특별시 마포구 서교동 331-18 ,"서울특별시 마포구 어울마당로 144, 1층 (서교동)",새마을식당 홍대서교점,한식,193377.087125688,450436.395188989
49.84,서울특별시 마포구 서교동 402-3번지 ,서울특별시 마포구 양화로6길 99 (서교동),옹달샘,한식,192835.523928549,449580.435998363
51.20,서울특별시 마포구 서교동 403-15번지 지하1층 ,"서울특별시 마포구 어울마당로 53 (서교동,지하1층)",하바나,경양식,192937.575775841,449746.910624152
15.47,서울특별시 마포구 서교동 358-29 2층동,"서울특별시 마포구 와우산로 91, 2층동 (서교동)",홍익수제비,경양식,193199.606558253,450056.589374969
